day,interest_tag,N Rows
3579638400,salesforce,1
3579638400,sql,1
3579724800,graphic-design,1
3579724800,illustration,1
3579724800,illustrator,1
3579724800,visual-design,1
3579811200,.net,1
3579811200,angular,1
3579811200,c#,1
3579811200,cloud-computing,1
3579811200,css,1
3579811200,design-patterns,1
3579811200,html5,1
3579811200,javascript,1
3579811200,javascript-frameworks,1
3579811200,javascript-libraries,1
3579811200,jquery,1
3579811200,nodejs,1
3579897600,.net,3
3579897600,.net-distributed-systems,1
3579897600,algorithms,1
3579897600,android,1
3579897600,angular,1
3579897600,architecture,1
3579897600,asp.net,3
3579897600,asp.net-core,2
3579897600,asp.net-mvc,2
3579897600,async,2
3579897600,authorization,1
3579897600,automation,1
3579897600,aws,1
3579897600,aws-databases,1
3579897600,big-data,1
3579897600,c#,4
3579897600,cloud-computing,1
3579897600,cryptography,2
3579897600,css3,2
3579897600,data-analysis,1
3579897600,data-science,1
3579897600,data-structures,1
3579897600,data-visualization,1
3579897600,design-patterns,4
3579897600,digital-forensics,2
3579897600,distributed-systems,1
3579897600,distributed-systems-patterns,1
3579897600,domain-driven-design,1
3579897600,ef,2
3579897600,entity-framework,2
3579897600,git,1
3579897600,html5,5
3579897600,http,1
3579897600,ice-cream-sandwich,1
3579897600,java,4
3579897600,javascript,5
3579897600,javascript-frameworks,5
3579897600,javascript-libraries,5
3579897600,junit,2
3579897600,justmock,2
3579897600,machine-learning,1
3579897600,mvc,2
3579897600,mvc2,2
3579897600,mvc3,2
3579897600,mvc4,2
3579897600,mvc5,2
3579897600,mvc4-ioc,2
3579897600,mvc-html-helpers,2
3579897600,mvc-scaffolding,2
3579897600,mvc-testing,2
3579897600,mysql,1
3579897600,nodejs,3
3579897600,object-oriented-programming,1
3579897600,penetration-testing,2
3579897600,performance,1
3579897600,performance-monitoring,1
3579897600,performance-optimization,1
3579897600,php,2
3579897600,powershell,1
3579897600,powershell-v3,1
3579897600,python,3
3579897600,react.js,2
3579897600,rest,1
3579897600,restful-api,1
3579897600,security-fundamentals,2
3579897600,software-practices,1
3579897600,sql,2
3579897600,sql-server,1
3579897600,typescript,1
3579897600,unit-testing,2
3579897600,visual-studio-2010-performance-testing,1
3579984000,.net,4
3579984000,angular,3
3579984000,architecture,1
3579984000,asp.net,2
3579984000,asp.net-core,2
3579984000,asp.net-mvc,2
3579984000,authorization,1
3579984000,c#,4
3579984000,cloud-computing,1
3579984000,cryptography,1
3579984000,design-patterns,3
3579984000,digital-forensics,1
3579984000,disaster-recovery,1
3579984000,domain-driven-design,1
3579984000,ef,1
3579984000,endpoint-management,1
3579984000,entity-framework,1
3579984000,git,2
3579984000,html5,3
3579984000,incident-response,1
3579984000,information-security,1
3579984000,it-fundamentals,1
3579984000,it-governance,1
3579984000,java,1
3579984000,javascript,3
3579984000,javascript-frameworks,3
3579984000,javascript-libraries,3
3579984000,junit,1
3579984000,justmock,1
3579984000,mvc,2
3579984000,mvc2,2
3579984000,mvc3,2
3579984000,mvc4,2
3579984000,mvc5,2
3579984000,mvc4-ioc,2
3579984000,mvc-html-helpers,2
3579984000,mvc-scaffolding,2
3579984000,mvc-testing,2
3579984000,network-security,1
3579984000,nodejs,2
3579984000,object-oriented-programming,1
3579984000,penetration-testing,1
3579984000,project-management,1
3579984000,python,1
3579984000,react.js,1
3579984000,security-auditing,1
3579984000,security-fundamentals,1
3579984000,software-practices,1
3579984000,typescript,2
3579984000,unit-testing,1
3579984000,website-security,1
3580070400,.net,7
3580070400,3ds-max,1
3580070400,adobe,1
3580070400,agile,5
3580070400,ajax,1
3580070400,algorithms,2
3580070400,android,2
3580070400,angular,9
3580070400,app-deployment,1
3580070400,architecture,2
3580070400,asp.net,5
3580070400,asp.net-core,4
3580070400,asp.net-mvc,5
3580070400,async,1
3580070400,authentication,1
3580070400,authorization,4
3580070400,automation,3
3580070400,aws-databases,1
3580070400,beginner-programming,1
3580070400,big-data,5
3580070400,bootstrap,2
3580070400,business-analysis,4
3580070400,business-intelligence,5
3580070400,c#,9
3580070400,c++,1
3580070400,cad-drafting,1
3580070400,cloud-computing,5
3580070400,code-first,1
3580070400,communication,4
3580070400,configuration-management,1
3580070400,couchdb,1
3580070400,cplusplus,1
3580070400,cpp,1
3580070400,cryptography,2
3580070400,css,1
3580070400,dashboards,1
3580070400,data,1
3580070400,data-analysis,5
3580070400,database-administration,3
3580070400,database-design,1
3580070400,database-developer-tools,1
3580070400,database-development,1
3580070400,data-modeling,1
3580070400,data-science,4
3580070400,data-structures,1
3580070400,data-visualization,5
3580070400,data-warehousing,1
3580070400,deployment,1
3580070400,design-patterns,7
3580070400,devops,3
3580070400,digital-forensics,3
3580070400,disaster-recovery,1
3580070400,distributed-systems,1
3580070400,domain-driven-design,1
3580070400,drafting-drawings,1
3580070400,elasticsearch,1
3580070400,electronics,1
3580070400,endpoint-management,1
3580070400,environment-modeling,1
3580070400,excel,2
3580070400,filestream,1
3580070400,general-programming,1
3580070400,generic-programming,1
3580070400,generics,1
3580070400,git,2
3580070400,github,1
3580070400,google-analytics,1
3580070400,graph-databases,1
3580070400,graphic-design,1
3580070400,hadoop,1
3580070400,hard-surface-modeling,1
3580070400,hardware,1
3580070400,hive,1
3580070400,html5,7
3580070400,ice-cream-sandwich,2
3580070400,incident-response,2
3580070400,information-security,4
3580070400,ios,1
3580070400,ios7,1
3580070400,ios8,1
3580070400,it-fundamentals,3
3580070400,java,6
3580070400,javascript,9
3580070400,javascript-frameworks,8
3580070400,javascript-libraries,8
3580070400,junit,2
3580070400,justmock,2
3580070400,leadership,2
3580070400,linq,1
3580070400,machine-learning,3
3580070400,management,3
3580070400,mapreduce,1
3580070400,microsoft-office,3
3580070400,mobile-design,1
3580070400,model-view-viewmodel,1
3580070400,mongodb,1
3580070400,mvc,5
3580070400,mvc2,5
3580070400,mvc3,5
3580070400,mvc4,5
3580070400,mvc5,5
3580070400,mvc4-ioc,5
3580070400,mvc-html-helpers,5
3580070400,mvc-scaffolding,5
3580070400,mvc-testing,5
3580070400,mvvm,1
3580070400,network-infrastructure,3
3580070400,network-security,4
3580070400,nodejs,6
3580070400,object-oriented-programming,2
3580070400,object-relational-mapping,1
3580070400,office,3
3580070400,operating-systems,2
3580070400,oracle-database,1
3580070400,orm,1
3580070400,penetration-testing,5
3580070400,performance,4
3580070400,performance-optimization,4
3580070400,photoshop,1
3580070400,pl-sql,1
3580070400,productivity,2
3580070400,productivity-apps,3
3580070400,professional-development,4
3580070400,project-management,6
3580070400,python,7
3580070400,querying,1
3580070400,react.js,4
3580070400,reporting,1
3580070400,requirements-gathering,2
3580070400,responsive-design,2
3580070400,rest,1
3580070400,restful-api,1
3580070400,revit,1
3580070400,r-framework,2
3580070400,scrum,4
3580070400,security-auditing,2
3580070400,security-fundamentals,4
3580070400,server-infrastructure,3
3580070400,sharepoint,1
3580070400,soft-skills,3
3580070400,software-development-process,1
3580070400,software-engineering,1
3580070400,software-maintenance,1
3580070400,sprig,1
3580070400,spring,1
3580070400,spring-mvc,1
3580070400,sql,8
3580070400,sql-server,4
3580070400,storage,2
3580070400,tdd,2
3580070400,technical-debt,1
3580070400,test-driven-development,2
3580070400,typescript,7
3580070400,ui-design,1
3580070400,unit-testing,2
3580070400,unreal-engine,2
3580070400,virtualization,3
3580070400,visual-c++,1
3580070400,visual-design,2
3580070400,visual-studio,1
3580070400,visual-studio-2010,1
3580070400,visual-studio-2012,1
3580070400,visual-studio-2013,1
3580070400,visual-studio-2015,1
3580070400,visual-studio-data-tools,1
3580070400,visual-studio-team-system,1
3580070400,vmware-vsphere,1
3580070400,v-ray,1
3580070400,vsphere,1
3580070400,webapi,1
3580070400,webapi-ui,1
3580070400,web-components,1
3580070400,web-mapping,1
3580070400,website-security,1
3580070400,windows-communication-foundation,1
3580070400,wordpress,1
3580070400,xamarin,1
3580156800,.net,7
3580156800,3d-rendering,1
3580156800,access,1
3580156800,agile,2
3580156800,algorithms,3
3580156800,android,2
3580156800,angular,5
3580156800,api-design,1
3580156800,architecture,2
3580156800,asp.net,8
3580156800,asp.net-core,7
3580156800,asp.net-mvc,8
3580156800,async,2
3580156800,authorization,3
3580156800,automation,4
3580156800,aws,1
3580156800,aws-databases,1
3580156800,azure,1
3580156800,azure-deployment,1
3580156800,azure-mobile-services,1
3580156800,big-data,3
3580156800,bootstrap,1
3580156800,business-analysis,1
3580156800,business-intelligence,4
3580156800,c#,9
3580156800,c++,1
3580156800,cloud-computing,4
3580156800,communication,1
3580156800,comptia-security+,1
3580156800,continuous-integration,1
3580156800,cplusplus,1
3580156800,cpp,1
3580156800,cryptography,1
3580156800,css,1
3580156800,data-analysis,3
3580156800,database-administration,1
3580156800,database-design,1
3580156800,database-developer-tools,3
3580156800,data-science,2
3580156800,data-structures,1
3580156800,data-visualization,3
3580156800,design-patterns,7
3580156800,developer-tools,3
3580156800,devops,4
3580156800,digital-forensics,1
3580156800,disaster-recovery,1
3580156800,docker,1
3580156800,domain-driven-design,1
3580156800,ef,1
3580156800,entity-framework,1
3580156800,excel,1
3580156800,functional-programming,1
3580156800,game-programming,1
3580156800,git,3
3580156800,hadoop,1
3580156800,hardware,3
3580156800,html5,6
3580156800,ice-cream-sandwich,2
3580156800,incident-response,1
3580156800,information-security,6
3580156800,it-fundamentals,7
3580156800,it-governance,3
3580156800,java,2
3580156800,javascript,5
3580156800,javascript-frameworks,5
3580156800,javascript-libraries,5
3580156800,jquery,2
3580156800,junit,1
3580156800,justmock,1
3580156800,leadership,1
3580156800,machine-learning,2
3580156800,malware-analysis,1
3580156800,management,1
3580156800,microservices,1
3580156800,microsoft-azure,1
3580156800,microsoft-office,1
3580156800,mongodb,2
3580156800,mvc,8
3580156800,mvc2,8
3580156800,mvc3,8
3580156800,mvc4,8
3580156800,mvc5,8
3580156800,mvc4-ioc,8
3580156800,mvc-html-helpers,8
3580156800,mvc-scaffolding,8
3580156800,mvc-testing,8
3580156800,network-infrastructure,3
3580156800,network-security,5
3580156800,nodejs,3
3580156800,object-oriented-programming,1
3580156800,office,1
3580156800,operating-systems,2
3580156800,penetration-testing,4
3580156800,performance,1
3580156800,performance-monitoring,1
3580156800,performance-optimization,1
3580156800,powerpoint,1
3580156800,powershell,2
3580156800,powershell-v3,2
3580156800,productivity,1
3580156800,productivity-apps,1
3580156800,professional-development,1
3580156800,project-management,2
3580156800,puppet,1
3580156800,python,2
3580156800,react.js,2
3580156800,requirements-gathering,1
3580156800,rest,4
3580156800,restful-api,4
3580156800,salesforce,1
3580156800,secure-by-design,1
3580156800,security,2
3580156800,security-fundamentals,3
3580156800,server-infrastructure,3
3580156800,sharepoint,2
3580156800,soa,1
3580156800,soft-skills,1
3580156800,software-practices,3
3580156800,sprig,1
3580156800,spring,1
3580156800,spring-mvc,1
3580156800,sql,1
3580156800,sql-server,3
3580156800,storage,2
3580156800,sublime,3
3580156800,typescript,1
3580156800,unit-testing,1
3580156800,vim,3
3580156800,virtualization,2
3580156800,visio,1
3580156800,visual-c++,1
3580156800,visual-studio-2010-performance-testing,1
3580156800,visual-studio-code,1
3580156800,webmatrix,3
3580156800,website-security,2
3580156800,webstorm,3
3580156800,windows-azure,1
3580156800,word,1
3580243200,.net,5
3580243200,.net-distributed-systems,1
3580243200,ado.net,2
3580243200,adobe,1
3580243200,agile,3
3580243200,ajax,1
3580243200,algorithms,3
3580243200,android,5
3580243200,angular,7
3580243200,animation,1
3580243200,api-design,1
3580243200,app-deployment,1
3580243200,architecture,1
3580243200,asp.net,6
3580243200,asp.net-core,6
3580243200,asp.net-mvc,4
3580243200,async,1
3580243200,automated-testing,1
3580243200,automation,1
3580243200,aws,1
3580243200,aws-databases,1
3580243200,azure,3
3580243200,azure-deployment,3
3580243200,azure-mobile-services,3
3580243200,big-data,6
3580243200,bootstrap,2
3580243200,business-analysis,1
3580243200,business-intelligence,4
3580243200,c#,6
3580243200,c++,1
3580243200,cloud-computing,2
3580243200,communication,2
3580243200,comptia-security+,1
3580243200,computer-science,1
3580243200,continuous-integration,1
3580243200,cplusplus,1
3580243200,cpp,1
3580243200,cryptography,1
3580243200,css,3
3580243200,data-analysis,5
3580243200,database-administration,3
3580243200,database-design,1
3580243200,database-developer-tools,1
3580243200,database-development,1
3580243200,data-science,6
3580243200,data-structures,1
3580243200,data-visualization,2
3580243200,data-warehousing,1
3580243200,deployment,1
3580243200,design-patterns,6
3580243200,developer-tools,1
3580243200,devops,1
3580243200,digital-forensics,1
3580243200,disaster-recovery,1
3580243200,distributed-systems,1
3580243200,distributed-systems-patterns,1
3580243200,distributed-version-control,1
3580243200,domain-driven-design,1
3580243200,dynamic-programming,1
3580243200,es6,1
3580243200,excel,2
3580243200,functional-programming,1
3580243200,git,2
3580243200,github,1
3580243200,gradle,1
3580243200,hadoop,3
3580243200,hardware,1
3580243200,html5,7
3580243200,http,1
3580243200,ice-cream-sandwich,5
3580243200,information-security,2
3580243200,integration-testing,1
3580243200,inversion-of-control,1
3580243200,ios,2
3580243200,ios7,2
3580243200,ios8,2
3580243200,it-fundamentals,1
3580243200,java,5
3580243200,java-ee,1
3580243200,javascript,7
3580243200,javascript-frameworks,7
3580243200,javascript-libraries,7
3580243200,jquery,2
3580243200,junit,2
3580243200,justmock,2
3580243200,jvm,1
3580243200,leadership,1
3580243200,linq,1
3580243200,linux,1
3580243200,machine-learning,6
3580243200,maintainable-code,1
3580243200,mapreduce,1
3580243200,microsoft-azure,3
3580243200,microsoft-office,1
3580243200,model-view-viewmodel,1
3580243200,mongodb,1
3580243200,mvc,4
3580243200,mvc2,4
3580243200,mvc3,4
3580243200,mvc4,4
3580243200,mvc5,4
3580243200,mvc4-ioc,4
3580243200,mvc-html-helpers,4
3580243200,mvc-scaffolding,4
3580243200,mvc-testing,4
3580243200,mvvm,1
3580243200,mysql,1
3580243200,network-security,2
3580243200,nodejs,4
3580243200,object-oriented-programming,1
3580243200,object-relational-mapping,1
3580243200,office,1
3580243200,oracle-database,1
3580243200,orm,1
3580243200,penetration-testing,2
3580243200,performance,3
3580243200,performance-monitoring,1
3580243200,performance-optimization,3
3580243200,pl-sql,1
3580243200,professional-development,1
3580243200,project-management,3
3580243200,python,5
3580243200,querying,1
3580243200,react.js,4
3580243200,readable-code,1
3580243200,refactoring,1
3580243200,regular-expressions,1
3580243200,requirements-gathering,1
3580243200,responsive-design,1
3580243200,rest,2
3580243200,restful-api,2
3580243200,r-framework,2
3580243200,salesforce,1
3580243200,sap,1
3580243200,scrum,2
3580243200,security,1
3580243200,security-fundamentals,1
3580243200,software-development-process,1
3580243200,software-engineering,1
3580243200,software-maintenance,1
3580243200,software-practices,1
3580243200,source-control,1
3580243200,sprig,1
3580243200,spring,1
3580243200,spring-mvc,1
3580243200,sql,5
3580243200,sql-server,3
3580243200,ssas,1
3580243200,ssis,3
3580243200,sublime,1
3580243200,tdd,1
3580243200,technical-debt,1
3580243200,test-driven-development,1
3580243200,testing,1
3580243200,tfs,1
3580243200,tfs-2010,1
3580243200,tfs-2012,1
3580243200,tfs-2013,1
3580243200,t-sql,1
3580243200,typescript,4
3580243200,unit-testing,2
3580243200,user-centered-design,1
3580243200,ux-design,1
3580243200,ux-design2,1
3580243200,validation,1
3580243200,vim,1
3580243200,virtualization,2
3580243200,visual-c++,1
3580243200,visual-studio,1
3580243200,visual-studio-2010,1
3580243200,visual-studio-2012,1
3580243200,visual-studio-2013,1
3580243200,visual-studio-2015,1
3580243200,visual-studio-2010-performance-testing,1
3580243200,visual-studio-code,1
3580243200,visual-studio-data-tools,1
3580243200,visual-studio-team-system,1
3580243200,webforms,1
3580243200,webforms-mobile,1
3580243200,webmatrix,1
3580243200,web-services,1
3580243200,webstorm,1
3580243200,windows-azure,3
3580243200,windows-communication-foundation,1
3580243200,wpf,2
3580243200,xamarin,1
3580243200,xaml,1
3580329600,.net,9
3580329600,adobe,1
3580329600,after-effects,3
3580329600,agile,2
3580329600,algorithms,1
3580329600,android,3
3580329600,angular,9
3580329600,app-deployment,1
3580329600,application-virtualization,1
3580329600,architecture,2
3580329600,asp.net,7
3580329600,asp.net-core,8
3580329600,asp.net-mvc,7
3580329600,async,5
3580329600,authorization,1
3580329600,automation,3
3580329600,azure,2
3580329600,azure-deployment,2
3580329600,azure-mobile-services,2
3580329600,backup-recovery,1
3580329600,behance,1
3580329600,big-data,4
3580329600,bootstrap,6
3580329600,build-automation,1
3580329600,business-analysis,1
3580329600,business-intelligence,4
3580329600,c#,10
3580329600,c++,4
3580329600,career-path,1
3580329600,cinema-4d,1
3580329600,cloud-computing,4
3580329600,configuration-management,1
3580329600,cplusplus,4
3580329600,cpp,4
3580329600,cryptography,2
3580329600,css,8
3580329600,css3,1
3580329600,dashboards,1
3580329600,data,1
3580329600,data-analysis,5
3580329600,database-administration,3
3580329600,database-design,2
3580329600,data-modeling,1
3580329600,data-science,3
3580329600,data-structures,2
3580329600,data-visualization,4
3580329600,data-warehousing,1
3580329600,davinci-resolve,1
3580329600,design-patterns,9
3580329600,devops,4
3580329600,digital-forensics,1
3580329600,disaster-recovery,1
3580329600,ef,5
3580329600,entity-framework,5
3580329600,es6,1
3580329600,game-art,1
3580329600,game-design,3
3580329600,game-programming,2
3580329600,git,4
3580329600,google-analytics,1
3580329600,graphic-design,4
3580329600,hardware,1
3580329600,html5,7
3580329600,http,3
3580329600,ice-cream-sandwich,3
3580329600,illustration,4
3580329600,illustrator,4
3580329600,image-editing,3
3580329600,information-security,2
3580329600,interactive-design,1
3580329600,ios,2
3580329600,ios7,2
3580329600,ios8,2
3580329600,it-fundamentals,1
3580329600,it-governance,1
3580329600,java,6
3580329600,javascript,12
3580329600,javascript-frameworks,10
3580329600,javascript-libraries,10
3580329600,jquery,5
3580329600,junit,3
3580329600,justmock,3
3580329600,leadership,1
3580329600,linq,2
3580329600,linux,1
3580329600,machine-learning,4
3580329600,malware-analysis,1
3580329600,matchmoving,1
3580329600,mdx,1
3580329600,microsoft-azure,3
3580329600,mobile-design,2
3580329600,mongodb,1
3580329600,mvc,7
3580329600,mvc2,7
3580329600,mvc3,7
3580329600,mvc4,7
3580329600,mvc5,7
3580329600,mvc4-ioc,7
3580329600,mvc-html-helpers,7
3580329600,mvc-scaffolding,7
3580329600,mvc-testing,7
3580329600,mysql,1
3580329600,network-infrastructure,3
3580329600,network-security,3
3580329600,nodejs,7
3580329600,nosql,1
3580329600,object-oriented-programming,2
3580329600,operating-systems,1
3580329600,oracle-database,1
3580329600,penetration-testing,1
3580329600,performance,2
3580329600,performance-optimization,2
3580329600,photoshop,2
3580329600,php,2
3580329600,pl-sql,1
3580329600,powerpivot,1
3580329600,powershell,3
3580329600,powershell-v3,3
3580329600,project-management,1
3580329600,puppet,2
3580329600,python,7
3580329600,querying,1
3580329600,react.js,4
3580329600,responsive-design,2
3580329600,rest,5
3580329600,restful-api,5
3580329600,r-framework,1
3580329600,secure-by-design,2
3580329600,security-fundamentals,2
3580329600,server-infrastructure,2
3580329600,sharepoint,1
3580329600,sketch,1
3580329600,soft-skills,1
3580329600,software-defined-networking,1
3580329600,sprig,2
3580329600,spring,2
3580329600,spring-mvc,2
3580329600,sql,6
3580329600,sql-server,6
3580329600,ssis,2
3580329600,ssrs,1
3580329600,task-parallel-library,1
3580329600,tdd,1
3580329600,test-driven-development,1
3580329600,t-sql,2
3580329600,typescript,7
3580329600,ui-design,2
3580329600,unit-testing,3
3580329600,unity,1
3580329600,ux-design,1
3580329600,ux-design2,1
3580329600,video-editing,1
3580329600,virtualization,3
3580329600,virtual-reality,1
3580329600,visual-c++,4
3580329600,visual-design,5
3580329600,vmware-vsphere,1
3580329600,vsphere,1
3580329600,web-design,1
3580329600,website-security,3
3580329600,windows-azure,3
3580329600,windows-communication-foundation,1
3580329600,wordpress,3
3580329600,wpf,1
3580329600,xamarin,1
3580329600,xenapp,1
3580329600,xml,1
3580416000,.net,14
3580416000,.net-debugging,1
3580416000,.net-distributed-systems,2
3580416000,3d-modeling,1
3580416000,3d-rigging,1
3580416000,3d-uv-mapping,1
3580416000,abap,1
3580416000,ado.net,2
3580416000,agile,8
3580416000,ajax,3
3580416000,algorithms,3
3580416000,android,4
3580416000,angular,15
3580416000,api-design,6
3580416000,app-deployment,4
3580416000,architecture,8
3580416000,asp.net,12
3580416000,asp.net-core,11
3580416000,asp.net-mvc,13
3580416000,async,6
3580416000,aurelia,1
3580416000,authentication,3
3580416000,authorization,8
3580416000,automated-testing,4
3580416000,automation,5
3580416000,aws,1
3580416000,aws-databases,2
3580416000,azure,12
3580416000,azure-deployment,12
3580416000,azure-mobile-services,10
3580416000,beginner-programming,2
3580416000,behavior-driven-development,1
3580416000,big-data,4
3580416000,bootstrap,6
3580416000,bower,1
3580416000,breeze,1
3580416000,build-automation,1
3580416000,business-analysis,2
3580416000,business-intelligence,3
3580416000,c,1
3580416000,c#,17
3580416000,career-path,1
3580416000,cassandra,1
3580416000,character-animation,1
3580416000,character-modeling,1
3580416000,cloud-computing,9
3580416000,clr,1
3580416000,cms,1
3580416000,code-first,4
3580416000,communication,4
3580416000,comptia-security+,1
3580416000,computer-science,1
3580416000,concurrency,3
3580416000,configuration-management,1
3580416000,continuous-integration,2
3580416000,core-data,1
3580416000,cross-platform,2
3580416000,cryptography,1
3580416000,css,6
3580416000,css3,2
3580416000,d3.js,1
3580416000,dashboards,1
3580416000,data,1
3580416000,data-analysis,6
3580416000,database-administration,6
3580416000,database-design,3
3580416000,database-developer-tools,4
3580416000,database-development,3
